"","presence","year","julianday","tideangle_deg","mh","mon","Per2","Per4","Time6","Tide4"
"30809",0,2014,32,164,7,2,"RestOfYear","RestOfYear","AM2","3"
"19111",0,2012,144,297,24,5,"MayJun","MayJun2","MNight","4"
"29478",1,2013,341,127,20,12,"RestOfYear","RestOfYear","PM2","2"
"33062",1,2014,128,297,5,5,"MayJun","MayJun1","AM1","4"
"30288",0,2014,10,182,14,1,"RestOfYear","RestOfYear","MDay","3"
"37365",1,2014,308,48,12,11,"RestOfYear","RestOfYear","MDay","2"
"11364",1,2011,114,266,14,4,"RestOfYear","RestOfYear","MDay","4"
"27769",0,2013,269,304,15,9,"RestOfYear","RestOfYear","PM1","4"
"7016",0,2010,297,241,9,10,"RestOfYear","RestOfYear","AM2","4"
"26584",0,2013,220,142,6,8,"RestOfYear","RestOfYear","AM1","3"
"41697",1,2015,129,305,2,5,"MayJun","MayJun1","MNight","4"
"39944",0,2015,54,239,24,2,"RestOfYear","RestOfYear","MNight","4"
"10964",0,2011,97,220,22,4,"RestOfYear","RestOfYear","PM2","3"
"43762",1,2015,216,2,3,8,"RestOfYear","RestOfYear","AM1","1"
"12947",1,2011,180,62,13,6,"MayJun","MayJun3","MDay","2"
"45197",1,2015,275,189,22,10,"RestOfYear","RestOfYear","PM2","3"
"17339",0,2012,7,271,8,1,"RestOfYear","RestOfYear","AM2","4"
"17008",0,2011,358,31,13,12,"RestOfYear","RestOfYear","MDay","1"
"33584",1,2014,149,292,23,5,"MayJun","MayJun2","MNight","4"
"40947",0,2015,96,185,20,4,"RestOfYear","RestOfYear","PM2","3"
"22541",1,2012,288,301,22,10,"RestOfYear","RestOfYear","PM2","4"
"47218",0,2015,361,43,3,12,"RestOfYear","RestOfYear","AM1","1"
"40434",0,2015,75,53,10,3,"RestOfYear","RestOfYear","AM2","2"
"27068",0,2013,240,142,10,8,"RestOfYear","RestOfYear","AM2","3"
"6090",0,2010,257,72,19,9,"RestOfYear","RestOfYear","PM2","2"
"12261",0,2011,151,337,23,5,"MayJun","MayJun2","MNight","1"
"6461",0,2010,273,53,6,9,"RestOfYear","RestOfYear","AM1","2"
"19641",1,2012,167,142,2,6,"MayJun","MayJun3","MNight","3"
"20747",0,2012,214,135,4,8,"RestOfYear","RestOfYear","AM1","2"
"7744",0,2010,327,107,17,11,"RestOfYear","RestOfYear","PM1","2"
"11499",0,2011,120,180,5,4,"RestOfYear","RestOfYear","AM1","3"
"45954",0,2015,308,134,11,11,"RestOfYear","RestOfYear","MDay","2"
"30891",0,2014,35,37,17,2,"RestOfYear","RestOfYear","PM1","1"
"42681",0,2015,170,351,2,6,"MayJun","MayJun3","MNight","1"
"20772",0,2012,215,139,5,8,"RestOfYear","RestOfYear","AM1","3"
"31348",0,2014,54,349,18,2,"RestOfYear","RestOfYear","PM1","1"
"28743",0,2013,310,89,5,11,"RestOfYear","RestOfYear","AM1","2"
"12436",0,2011,159,40,6,6,"MayJun","MayJun2","AM1","1"
"42482",0,2015,161,4,19,6,"MayJun","MayJun3","PM2","1"
"5656",0,2010,239,83,17,8,"RestOfYear","RestOfYear","PM1","2"
"43577",0,2015,208,38,10,7,"RestOfYear","RestOfYear","AM2","1"
"726",0,2010,32,121,6,2,"RestOfYear","RestOfYear","AM1","2"
"6548",0,2010,276,26,21,10,"RestOfYear","RestOfYear","PM2","1"
"32626",1,2014,110,280,1,4,"RestOfYear","RestOfYear","MNight","4"
"37417",0,2014,310,117,16,11,"RestOfYear","RestOfYear","PM1","2"
"40886",0,2015,94,196,7,4,"RestOfYear","RestOfYear","AM2","3"
"19088",0,2012,144,343,1,5,"MayJun","MayJun2","MNight","1"
"14209",1,2011,234,284,3,8,"RestOfYear","RestOfYear","AM1","4"
"32352",0,2014,98,245,15,4,"RestOfYear","RestOfYear","PM1","4"
"41039",0,2015,101,329,16,4,"RestOfYear","RestOfYear","PM1","1"
"4389",1,2010,186,91,22,7,"RestOfYear","RestOfYear","PM2","2"
"36617",0,2014,277,349,8,10,"RestOfYear","RestOfYear","AM2","1"
"16071",0,2011,319,273,12,11,"RestOfYear","RestOfYear","MDay","4"
"16055",1,2011,318,167,20,11,"RestOfYear","RestOfYear","PM2","3"
"27380",0,2013,253,200,10,9,"RestOfYear","RestOfYear","AM2","3"
"5339",0,2010,226,257,12,8,"RestOfYear","RestOfYear","MDay","4"
"24630",1,2013,136,107,20,5,"MayJun","MayJun1","PM2","2"
"46328",1,2015,324,204,1,11,"RestOfYear","RestOfYear","MNight","3"
"31629",0,2014,66,195,11,3,"RestOfYear","RestOfYear","MDay","3"
"22883",1,2012,303,121,4,10,"RestOfYear","RestOfYear","AM1","2"
"23224",0,2012,318,283,9,11,"RestOfYear","RestOfYear","AM2","4"
"16227",0,2011,325,94,24,11,"RestOfYear","RestOfYear","MNight","2"
"39978",0,2015,56,148,10,2,"RestOfYear","RestOfYear","AM2","3"
"17045",1,2011,360,21,2,12,"RestOfYear","RestOfYear","MNight","1"
"16157",0,2011,323,245,2,11,"RestOfYear","RestOfYear","MNight","4"
"13153",1,2011,190,262,3,7,"RestOfYear","RestOfYear","AM1","4"
"43523",1,2015,206,287,4,7,"RestOfYear","RestOfYear","AM1","4"
"341",0,2010,16,113,5,1,"RestOfYear","RestOfYear","AM1","2"
"40905",0,2015,95,33,2,4,"RestOfYear","RestOfYear","MNight","1"
"28281",0,2013,290,334,23,10,"RestOfYear","RestOfYear","MNight","1"
"29147",1,2013,328,269,1,11,"RestOfYear","RestOfYear","MNight","4"
"37068",1,2014,296,96,3,10,"RestOfYear","RestOfYear","AM1","2"
"19703",0,2012,169,147,16,6,"MayJun","MayJun3","PM1","3"
"44257",0,2015,236,319,18,8,"RestOfYear","RestOfYear","PM1","1"
"4472",1,2010,190,324,9,7,"RestOfYear","RestOfYear","AM2","1"
"41653",1,2015,127,113,6,5,"MayJun","MayJun1","AM1","2"
"40603",0,2015,82,249,11,3,"RestOfYear","RestOfYear","MDay","4"
"17049",0,2011,360,135,6,12,"RestOfYear","RestOfYear","AM1","2"
"37402",1,2014,310,48,1,11,"RestOfYear","RestOfYear","MNight","2"
"8337",0,2010,352,358,10,12,"RestOfYear","RestOfYear","AM2","1"
"40028",0,2015,58,147,12,2,"RestOfYear","RestOfYear","MDay","3"
"39940",0,2015,54,124,20,2,"RestOfYear","RestOfYear","PM2","2"
"4201",1,2010,179,17,2,6,"MayJun","MayJun3","MNight","1"
"23334",1,2012,322,236,23,11,"RestOfYear","RestOfYear","MNight","4"
"2270",0,2010,97,246,15,4,"RestOfYear","RestOfYear","PM1","4"
"6229",0,2010,263,84,14,9,"RestOfYear","RestOfYear","MDay","2"
"34347",1,2014,181,102,18,6,"RestOfYear","RestOfYear","PM1","2"
"4939",0,2010,209,169,20,7,"RestOfYear","RestOfYear","PM2","3"
"46318",0,2015,323,267,15,11,"RestOfYear","RestOfYear","PM1","4"
"35082",0,2014,213,165,9,8,"RestOfYear","RestOfYear","AM2","3"
"27427",1,2013,255,124,9,9,"RestOfYear","RestOfYear","AM2","2"
"14333",1,2011,239,245,7,8,"RestOfYear","RestOfYear","AM2","4"
"3571",0,2010,151,146,20,5,"MayJun","MayJun2","PM2","3"
"12271",0,2011,152,268,9,6,"MayJun","MayJun2","AM2","4"
"28977",0,2013,319,346,23,11,"RestOfYear","RestOfYear","MNight","1"
"15283",0,2011,278,64,21,10,"RestOfYear","RestOfYear","PM2","2"
"22028",0,2012,267,209,13,9,"RestOfYear","RestOfYear","MDay","3"
"11985",0,2011,140,255,11,5,"MayJun","MayJun1","MDay","4"
"5412",0,2010,229,214,13,8,"RestOfYear","RestOfYear","MDay","3"
"43845",0,2015,219,247,14,8,"RestOfYear","RestOfYear","MDay","4"
"30167",0,2014,5,283,13,1,"RestOfYear","RestOfYear","MDay","4"
"20206",0,2012,190,332,15,7,"RestOfYear","RestOfYear","PM1","1"
"12128",0,2011,146,89,10,5,"MayJun","MayJun2","AM2","2"
"41507",1,2015,121,153,4,4,"MayJun","MayJun1","AM1","3"
"30700",0,2014,27,266,18,1,"RestOfYear","RestOfYear","PM1","4"
"47090",0,2015,355,290,19,12,"RestOfYear","RestOfYear","PM2","4"
"6433",1,2010,272,316,2,9,"RestOfYear","RestOfYear","MNight","1"
"36799",0,2014,284,220,22,10,"RestOfYear","RestOfYear","PM2","3"
"8276",0,2010,349,47,21,12,"RestOfYear","RestOfYear","PM2","2"
"16824",1,2011,350,141,21,12,"RestOfYear","RestOfYear","PM2","3"
"19539",0,2012,162,80,20,6,"MayJun","MayJun3","PM2","2"
"7819",0,2010,330,133,20,11,"RestOfYear","RestOfYear","PM2","2"
"9937",0,2011,55,285,2,2,"RestOfYear","RestOfYear","MNight","4"
"14519",0,2011,247,256,1,9,"RestOfYear","RestOfYear","MNight","4"
"42072",0,2015,144,0,17,5,"MayJun","MayJun2","PM1","1"
"8132",1,2010,343,180,21,12,"RestOfYear","RestOfYear","PM2","3"
"30926",0,2014,37,334,4,2,"RestOfYear","RestOfYear","AM1","1"
"474",0,2010,21,64,18,1,"RestOfYear","RestOfYear","PM1","2"
"28717",0,2013,309,54,3,11,"RestOfYear","RestOfYear","AM1","2"
"34940",0,2014,207,317,11,7,"RestOfYear","RestOfYear","MDay","1"
"20785",0,2012,215,150,18,8,"RestOfYear","RestOfYear","PM1","3"
"6975",1,2010,295,114,16,10,"RestOfYear","RestOfYear","PM1","2"
"11702",0,2011,128,11,16,5,"MayJun","MayJun1","PM1","1"
"13737",0,2011,214,262,11,8,"RestOfYear","RestOfYear","MDay","4"
"3469",0,2010,147,60,14,5,"MayJun","MayJun2","MDay","2"
"25686",1,2013,180,79,20,6,"MayJun","MayJun3","PM2","2"
"18911",0,2012,136,221,16,5,"MayJun","MayJun1","PM1","3"
"7859",0,2010,332,205,12,11,"RestOfYear","RestOfYear","MDay","3"
"17811",0,2012,26,273,24,1,"RestOfYear","RestOfYear","MNight","4"
"13666",1,2011,211,354,12,7,"RestOfYear","RestOfYear","MDay","1"
"17044",1,2011,360,352,1,12,"RestOfYear","RestOfYear","MNight","1"
"14621",0,2011,251,285,7,9,"RestOfYear","RestOfYear","AM2","4"
"5875",0,2010,248,292,20,9,"RestOfYear","RestOfYear","PM2","4"
"6665",0,2010,282,135,18,10,"RestOfYear","RestOfYear","PM1","2"
"20667",1,2012,210,6,20,7,"RestOfYear","RestOfYear","PM2","1"
"22202",0,2012,274,181,19,10,"RestOfYear","RestOfYear","PM2","3"
"39660",1,2015,43,323,4,2,"RestOfYear","RestOfYear","AM1","1"
"33732",0,2014,156,292,3,6,"MayJun","MayJun2","AM1","4"
"31758",0,2014,71,294,20,3,"RestOfYear","RestOfYear","PM2","4"
"23094",0,2012,312,147,23,11,"RestOfYear","RestOfYear","MNight","3"
"17641",0,2012,19,24,22,1,"RestOfYear","RestOfYear","PM2","1"
"22139",0,2012,272,149,4,9,"RestOfYear","RestOfYear","AM1","3"
"18469",1,2012,118,72,6,4,"RestOfYear","RestOfYear","AM1","2"
"1774",0,2010,76,250,22,3,"RestOfYear","RestOfYear","PM2","4"
"35565",0,2014,233,60,12,8,"RestOfYear","RestOfYear","MDay","2"
"9033",0,2011,16,19,10,1,"RestOfYear","RestOfYear","AM2","1"
"2329",1,2010,100,112,2,4,"RestOfYear","RestOfYear","MNight","2"
"26653",0,2013,223,4,3,8,"RestOfYear","RestOfYear","AM1","1"
"28395",0,2013,295,74,17,10,"RestOfYear","RestOfYear","PM1","2"
"43391",0,2015,200,35,16,7,"RestOfYear","RestOfYear","PM1","1"
"29337",0,2013,335,346,23,12,"RestOfYear","RestOfYear","MNight","1"
"26246",1,2013,205,81,4,7,"RestOfYear","RestOfYear","AM1","2"
"46948",1,2015,349,176,21,12,"RestOfYear","RestOfYear","PM2","3"
"47181",0,2015,359,48,14,12,"RestOfYear","RestOfYear","MDay","2"
"17151",0,2011,364,228,12,12,"RestOfYear","RestOfYear","MDay","4"
"28246",1,2013,289,43,12,10,"RestOfYear","RestOfYear","MDay","1"
"8480",0,2010,358,196,9,12,"RestOfYear","RestOfYear","AM2","3"
"47088",0,2015,355,234,17,12,"RestOfYear","RestOfYear","PM1","4"
"14549",0,2011,248,40,7,9,"RestOfYear","RestOfYear","AM2","1"
"23727",0,2013,99,155,5,4,"RestOfYear","RestOfYear","AM1","3"
"21051",0,2012,226,318,20,8,"RestOfYear","RestOfYear","PM2","1"
"2463",0,2010,105,90,16,4,"RestOfYear","RestOfYear","PM1","2"
"786",0,2010,34,73,18,2,"RestOfYear","RestOfYear","PM1","2"
"4437",1,2010,188,36,22,7,"RestOfYear","RestOfYear","PM2","1"
"2375",1,2010,101,24,24,4,"RestOfYear","RestOfYear","MNight","1"
"38765",0,2015,5,242,21,1,"RestOfYear","RestOfYear","PM2","4"
"28360",0,2013,294,130,6,10,"RestOfYear","RestOfYear","AM1","2"
"2606",1,2010,111,290,15,4,"RestOfYear","RestOfYear","PM1","4"
"22773",0,2012,298,159,14,10,"RestOfYear","RestOfYear","MDay","3"
"14860",1,2011,261,79,6,9,"RestOfYear","RestOfYear","AM1","2"
"36847",0,2014,286,184,22,10,"RestOfYear","RestOfYear","PM2","3"
"39683",0,2015,44,264,3,2,"RestOfYear","RestOfYear","AM1","4"
"2542",1,2010,108,239,23,4,"RestOfYear","RestOfYear","MNight","4"
"31784",0,2014,72,329,22,3,"RestOfYear","RestOfYear","PM2","1"
"43215",0,2015,193,321,8,7,"RestOfYear","RestOfYear","AM2","1"
"13117",0,2011,188,305,15,7,"RestOfYear","RestOfYear","PM1","4"
"12685",0,2011,169,15,15,6,"MayJun","MayJun3","PM1","1"
"31237",1,2014,50,6,3,2,"RestOfYear","RestOfYear","AM1","1"
"11984",0,2011,140,226,10,5,"MayJun","MayJun1","AM2","4"
"4869",1,2010,206,274,22,7,"RestOfYear","RestOfYear","PM2","4"
"20241",1,2012,192,269,2,7,"RestOfYear","RestOfYear","MNight","4"
"1939",1,2010,83,3,19,3,"RestOfYear","RestOfYear","PM2","1"
"34413",1,2014,185,220,12,7,"RestOfYear","RestOfYear","MDay","3"
"25898",1,2013,189,96,16,7,"RestOfYear","RestOfYear","PM1","2"
"25643",0,2013,179,267,1,6,"MayJun","MayJun3","MNight","4"
"1993",1,2010,86,92,1,3,"RestOfYear","RestOfYear","MNight","2"
"62",0,2010,4,320,14,1,"RestOfYear","RestOfYear","MDay","1"
"32419",0,2014,101,14,10,4,"RestOfYear","RestOfYear","AM2","1"
"9919",0,2011,54,125,8,2,"RestOfYear","RestOfYear","AM2","2"
"36287",1,2014,263,100,14,9,"RestOfYear","RestOfYear","MDay","2"
"9810",0,2011,49,197,19,2,"RestOfYear","RestOfYear","PM2","3"
"3410",0,2010,145,146,3,5,"MayJun","MayJun2","AM1","3"
"27125",1,2013,242,337,19,8,"RestOfYear","RestOfYear","PM2","1"
"10406",0,2011,74,200,15,3,"RestOfYear","RestOfYear","PM1","3"
"34651",0,2014,195,245,10,7,"RestOfYear","RestOfYear","AM2","4"
"13988",0,2011,224,290,22,8,"RestOfYear","RestOfYear","PM2","4"
"5164",0,2010,219,225,5,8,"RestOfYear","RestOfYear","AM1","3"
"1008",0,2010,43,353,24,2,"RestOfYear","RestOfYear","MNight","1"
"40376",0,2015,72,192,24,3,"RestOfYear","RestOfYear","MNight","3"
"12876",1,2011,177,169,14,6,"MayJun","MayJun3","MDay","3"
"46241",0,2015,320,204,10,11,"RestOfYear","RestOfYear","AM2","3"
"36783",1,2014,284,117,6,10,"RestOfYear","RestOfYear","AM1","2"
"15498",0,2011,287,185,20,10,"RestOfYear","RestOfYear","PM2","3"
"10594",1,2011,82,242,11,3,"RestOfYear","RestOfYear","MDay","4"
"11760",0,2011,131,239,2,5,"MayJun","MayJun1","MNight","4"
"3246",0,2010,138,115,7,5,"MayJun","MayJun1","AM2","2"
"28442",0,2013,297,13,16,10,"RestOfYear","RestOfYear","PM1","1"
"45428",0,2015,286,7,13,10,"RestOfYear","RestOfYear","MDay","1"
"38033",0,2014,340,263,9,12,"RestOfYear","RestOfYear","AM2","4"
"5084",1,2010,215,94,21,8,"RestOfYear","RestOfYear","PM2","2"
"40182",0,2015,64,283,22,3,"RestOfYear","RestOfYear","PM2","4"
"2807",1,2010,119,320,24,4,"RestOfYear","RestOfYear","MNight","1"
"12707",0,2011,170,297,13,6,"MayJun","MayJun3","MDay","4"
"21625",1,2012,250,61,18,9,"RestOfYear","RestOfYear","PM1","2"
"12244",0,2011,151,199,6,5,"MayJun","MayJun2","AM1","3"
"25129",1,2013,157,113,15,6,"MayJun","MayJun2","PM1","2"
"21615",0,2012,250,129,8,9,"RestOfYear","RestOfYear","AM2","2"
"42395",0,2015,158,20,4,6,"MayJun","MayJun2","AM1","1"
"32662",0,2014,111,248,13,4,"RestOfYear","RestOfYear","MDay","4"
"4083",1,2010,174,189,4,6,"MayJun","MayJun3","AM1","3"
"23206",0,2012,317,117,15,11,"RestOfYear","RestOfYear","PM1","2"
"3221",0,2010,137,109,6,5,"MayJun","MayJun1","AM1","2"
"3207",0,2010,136,60,16,5,"MayJun","MayJun1","PM1","2"
"22111",1,2012,270,59,24,9,"RestOfYear","RestOfYear","MNight","2"
"46445",0,2015,328,312,22,11,"RestOfYear","RestOfYear","PM2","4"
"39935",0,2015,54,334,15,2,"RestOfYear","RestOfYear","PM1","1"
"25389",1,2013,168,147,11,6,"MayJun","MayJun3","MDay","3"
"10652",0,2011,84,123,21,3,"RestOfYear","RestOfYear","PM2","2"
"23020",0,2012,309,165,21,11,"RestOfYear","RestOfYear","PM2","3"
"10101",0,2011,61,309,22,3,"RestOfYear","RestOfYear","PM2","4"
"4776",1,2010,203,116,1,7,"RestOfYear","RestOfYear","MNight","2"
"14235",0,2011,235,312,5,8,"RestOfYear","RestOfYear","AM1","4"
"12379",0,2011,156,179,21,6,"MayJun","MayJun2","PM2","3"
"13910",0,2011,221,210,16,8,"RestOfYear","RestOfYear","PM1","3"
"32142",0,2014,87,275,20,3,"RestOfYear","RestOfYear","PM2","4"
"35534",0,2014,232,265,5,8,"RestOfYear","RestOfYear","AM1","4"
"15931",1,2011,313,127,16,11,"RestOfYear","RestOfYear","PM1","2"
"35898",1,2014,247,48,9,9,"RestOfYear","RestOfYear","AM2","2"
"22717",1,2012,296,16,6,10,"RestOfYear","RestOfYear","AM1","1"
"11258",0,2011,110,69,4,4,"RestOfYear","RestOfYear","AM1","2"
"28768",0,2013,311,95,6,11,"RestOfYear","RestOfYear","AM1","2"
"28466",0,2013,298,349,16,10,"RestOfYear","RestOfYear","PM1","1"
"10911",0,2011,95,103,17,4,"RestOfYear","RestOfYear","PM1","2"
"39043",0,2015,17,44,11,1,"RestOfYear","RestOfYear","MDay","1"
"29391",0,2013,338,119,5,12,"RestOfYear","RestOfYear","AM1","2"
"32844",1,2014,119,81,3,4,"RestOfYear","RestOfYear","AM1","2"
"15768",0,2011,299,82,2,10,"RestOfYear","RestOfYear","MNight","2"
"41298",1,2015,112,241,11,4,"RestOfYear","RestOfYear","MDay","4"
"30875",0,2014,35,288,1,2,"RestOfYear","RestOfYear","MNight","4"
"31914",0,2014,78,180,8,3,"RestOfYear","RestOfYear","AM2","3"
"27681",0,2013,265,250,23,9,"RestOfYear","RestOfYear","MNight","4"
"5093",1,2010,216,3,6,8,"RestOfYear","RestOfYear","AM1","1"
"11660",1,2011,126,227,22,5,"MayJun","MayJun1","PM2","4"
"34921",0,2014,206,120,16,7,"RestOfYear","RestOfYear","PM1","2"
"12555",0,2011,164,211,5,6,"MayJun","MayJun3","AM1","3"
"31129",0,2014,45,81,15,2,"RestOfYear","RestOfYear","PM1","2"
"33465",1,2014,144,73,24,5,"MayJun","MayJun2","MNight","2"
"12715",1,2011,170,167,21,6,"MayJun","MayJun3","PM2","3"
"8610",0,2010,363,8,19,12,"RestOfYear","RestOfYear","PM2","1"
"9215",0,2011,23,261,24,1,"RestOfYear","RestOfYear","MNight","4"
"43280",0,2015,196,38,1,7,"RestOfYear","RestOfYear","MNight","1"
"10554",0,2011,80,158,19,3,"RestOfYear","RestOfYear","PM2","3"
"22375",1,2012,281,219,24,10,"RestOfYear","RestOfYear","MNight","3"
"22753",0,2012,297,311,18,10,"RestOfYear","RestOfYear","PM1","4"
"39404",0,2015,32,29,12,2,"RestOfYear","RestOfYear","MDay","1"
"47141",0,2015,357,323,22,12,"RestOfYear","RestOfYear","PM2","1"
"18841",1,2012,133,11,18,5,"MayJun","MayJun1","PM1","1"
"29869",0,2013,358,322,3,12,"RestOfYear","RestOfYear","AM1","1"
"38459",1,2014,358,36,3,12,"RestOfYear","RestOfYear","AM1","1"
"35832",0,2014,244,317,15,9,"RestOfYear","RestOfYear","PM1","1"
"17786",0,2012,25,261,23,1,"RestOfYear","RestOfYear","MNight","4"
"31806",0,2014,73,256,20,3,"RestOfYear","RestOfYear","PM2","4"
"32439",0,2014,102,218,6,4,"RestOfYear","RestOfYear","AM1","3"
"21205",1,2012,233,120,6,8,"RestOfYear","RestOfYear","AM1","2"
"4419",0,2010,188,231,4,7,"RestOfYear","RestOfYear","AM1","4"
"46756",1,2015,341,324,21,12,"RestOfYear","RestOfYear","PM2","1"
"6034",0,2010,255,240,11,9,"RestOfYear","RestOfYear","MDay","4"
"34319",1,2014,180,2,14,6,"MayJun","MayJun3","MDay","1"
"44447",0,2015,244,46,16,9,"RestOfYear","RestOfYear","PM1","2"
"23046",0,2012,310,202,23,11,"RestOfYear","RestOfYear","MNight","3"
"23057",0,2012,311,157,10,11,"RestOfYear","RestOfYear","AM2","3"
"30291",1,2014,10,266,17,1,"RestOfYear","RestOfYear","PM1","4"
"30149",1,2014,4,127,19,1,"RestOfYear","RestOfYear","PM2","2"
"6907",1,2010,292,267,20,10,"RestOfYear","RestOfYear","PM2","4"
"44562",0,2015,249,144,11,9,"RestOfYear","RestOfYear","MDay","3"
"27434",0,2013,255,325,16,9,"RestOfYear","RestOfYear","PM1","1"
"18949",0,2012,138,228,6,5,"MayJun","MayJun1","AM1","4"
"28585",1,2013,303,164,15,10,"RestOfYear","RestOfYear","PM1","3"
"2053",0,2010,88,67,14,3,"RestOfYear","RestOfYear","MDay","2"
"7533",1,2010,318,108,22,11,"RestOfYear","RestOfYear","PM2","2"
"7810",0,2010,330,227,11,11,"RestOfYear","RestOfYear","MDay","4"
"12049",0,2011,143,304,3,5,"MayJun","MayJun2","AM1","4"
"15602",1,2011,292,351,4,10,"RestOfYear","RestOfYear","AM1","1"
"17557",0,2012,16,140,10,1,"RestOfYear","RestOfYear","AM2","3"
"28185",0,2013,286,110,23,10,"RestOfYear","RestOfYear","MNight","2"
"42460",0,2015,160,91,21,6,"MayJun","MayJun2","PM2","2"
"41192",0,2015,108,37,1,4,"RestOfYear","RestOfYear","MNight","1"
"35456",1,2014,228,182,23,8,"RestOfYear","RestOfYear","MNight","3"
"25545",1,2013,174,309,23,6,"MayJun","MayJun3","MNight","4"
"38211",1,2014,347,67,19,12,"RestOfYear","RestOfYear","PM2","2"
"13471",1,2011,203,128,9,7,"RestOfYear","RestOfYear","AM2","2"
"13039",0,2011,185,197,9,7,"RestOfYear","RestOfYear","AM2","3"
"33541",0,2014,148,119,4,5,"MayJun","MayJun2","AM1","2"
"11937",0,2011,138,302,11,5,"MayJun","MayJun1","MDay","4"
"32400",0,2014,100,181,15,4,"RestOfYear","RestOfYear","PM1","3"
"1586",0,2010,69,161,2,3,"RestOfYear","RestOfYear","MNight","3"
"31426",0,2014,57,47,24,2,"RestOfYear","RestOfYear","MNight","2"
"1311",0,2010,56,168,15,2,"RestOfYear","RestOfYear","PM1","3"
"6630",1,2010,281,199,7,10,"RestOfYear","RestOfYear","AM2","3"
"31360",0,2014,55,327,6,2,"RestOfYear","RestOfYear","AM1","1"
"28877",1,2013,315,9,19,11,"RestOfYear","RestOfYear","PM2","1"
"10046",0,2011,59,164,15,2,"RestOfYear","RestOfYear","PM1","3"
"25247",0,2013,162,326,13,6,"MayJun","MayJun3","MDay","1"
"24851",1,2013,146,6,1,5,"MayJun","MayJun2","MNight","1"
"44943",0,2015,265,52,8,9,"RestOfYear","RestOfYear","AM2","2"
"15954",0,2011,314,83,15,11,"RestOfYear","RestOfYear","PM1","2"
"14108",1,2011,229,210,22,8,"RestOfYear","RestOfYear","PM2","3"
"1868",0,2010,80,128,20,3,"RestOfYear","RestOfYear","PM2","2"
"41960",1,2015,140,339,1,5,"MayJun","MayJun1","MNight","1"
"9982",0,2011,56,144,23,2,"RestOfYear","RestOfYear","MNight","3"
"39612",0,2015,41,4,4,2,"RestOfYear","RestOfYear","AM1","1"
"21063",0,2012,227,305,8,8,"RestOfYear","RestOfYear","AM2","4"
"27819",0,2013,271,296,17,9,"RestOfYear","RestOfYear","PM1","4"
"44451",0,2015,244,161,20,9,"RestOfYear","RestOfYear","PM2","3"
"38721",0,2015,4,37,1,1,"RestOfYear","RestOfYear","MNight","1"
"1539",0,2010,67,268,3,3,"RestOfYear","RestOfYear","AM1","4"
"13927",0,2011,222,336,9,8,"RestOfYear","RestOfYear","AM2","1"
"32084",0,2014,85,62,10,3,"RestOfYear","RestOfYear","AM2","2"
"18774",0,2012,130,230,23,5,"MayJun","MayJun1","MNight","4"
"45138",0,2015,273,273,11,9,"RestOfYear","RestOfYear","MDay","4"
"29441",0,2013,340,128,7,12,"RestOfYear","RestOfYear","AM2","2"
"45628",0,2015,294,83,21,10,"RestOfYear","RestOfYear","PM2","2"
"46609",1,2015,335,52,18,12,"RestOfYear","RestOfYear","PM1","2"
"33150",0,2014,131,321,21,5,"MayJun","MayJun1","PM2","1"
"2560",0,2010,109,42,17,4,"RestOfYear","RestOfYear","PM1","1"
"45565",0,2015,292,61,6,10,"RestOfYear","RestOfYear","AM1","2"
"27715",0,2013,267,169,9,9,"RestOfYear","RestOfYear","AM2","3"
"11681",0,2011,127,120,19,5,"MayJun","MayJun1","PM2","2"
"21504",0,2012,245,111,17,9,"RestOfYear","RestOfYear","PM1","2"
"6358",1,2010,268,272,23,9,"RestOfYear","RestOfYear","MNight","4"
"34947",0,2014,207,159,18,7,"RestOfYear","RestOfYear","PM1","3"
"20860",0,2012,218,177,21,8,"RestOfYear","RestOfYear","PM2","3"
"40965",0,2015,97,353,14,4,"RestOfYear","RestOfYear","MDay","1"
"40483",0,2015,77,17,11,3,"RestOfYear","RestOfYear","MDay","1"
"45006",0,2015,267,58,23,9,"RestOfYear","RestOfYear","MNight","2"
"46206",1,2015,318,267,23,11,"RestOfYear","RestOfYear","MNight","4"
"18300",0,2012,111,148,5,4,"RestOfYear","RestOfYear","AM1","3"
"33045",1,2014,127,180,12,5,"MayJun","MayJun1","MDay","3"
"18037",0,2012,36,340,10,2,"RestOfYear","RestOfYear","AM2","1"
"10149",0,2011,63,288,22,3,"RestOfYear","RestOfYear","PM2","4"
"17204",0,2012,1,330,17,1,"RestOfYear","RestOfYear","PM1","1"
"9271",0,2011,26,90,8,1,"RestOfYear","RestOfYear","AM2","2"
"5540",1,2010,234,271,21,8,"RestOfYear","RestOfYear","PM2","4"
"38215",0,2014,347,183,23,12,"RestOfYear","RestOfYear","MNight","3"
"42706",0,2015,171,6,3,6,"MayJun","MayJun3","AM1","1"
"45307",0,2015,280,96,12,10,"RestOfYear","RestOfYear","MDay","2"
"11996",0,2011,140,210,22,5,"MayJun","MayJun1","PM2","3"
"27374",0,2013,253,25,4,9,"RestOfYear","RestOfYear","AM1","1"
"35318",0,2014,223,134,5,8,"RestOfYear","RestOfYear","AM1","2"
"40668",0,2015,85,342,4,3,"RestOfYear","RestOfYear","AM1","1"
"6239",0,2010,263,27,24,9,"RestOfYear","RestOfYear","MNight","1"
"9476",0,2011,34,235,21,2,"RestOfYear","RestOfYear","PM2","4"
"2901",0,2010,123,175,22,5,"MayJun","MayJun1","PM2","3"
